"";"DIM2";"Maakond";"DIM3";"Tegevusvaldkond";"DIM4";"Sugu";"TIME";"Vaatlusperiood";"Value"
"1701";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2014;2014;107
"1702";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2015;2015;98
"1703";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2016;2016;101
"1704";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2017;2017;88
"1705";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2018;2018;65
"1706";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2008;2008;130
"1707";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2009;2009;128
"1708";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2010;2010;128
"1709";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2011;2011;105
"1710";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2012;2012;105
"1711";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2013;2013;105
"1712";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2014;2014;121
"1713";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2015;2015;125
"1714";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2016;2016;119
"1715";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2017;2017;101
"1716";65;"Põlva maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2018;2018;84
"1717";65;"Põlva maakond";7;"Rahvatants";1;"Mehed";2008;2008;254
"1718";65;"Põlva maakond";7;"Rahvatants";1;"Mehed";2009;2009;254
"1719";65;"Põlva maakond";7;"Rahvatants";1;"Mehed";2010;2010;254
"1720";65;"Põlva maakond";7;"Rahvatants";1;"Mehed";2011;2011;241
"1721";65;"Põlva maakond";7;"Rahvatants";1;"Mehed";2012;2012;241
"1722";65;"Põlva maakond";7;"Rahvatants";1;"Mehed";2013;2013;241
"1723";65;"Põlva maakond";7;"Rahvatants";1;"Mehed";2014;2014;254
"1724";65;"Põlva maakond";7;"Rahvatants";1;"Mehed";2015;2015;268
"1725";65;"Põlva maakond";7;"Rahvatants";1;"Mehed";2016;2016;276
"1726";65;"Põlva maakond";7;"Rahvatants";1;"Mehed";2017;2017;228
"1727";65;"Põlva maakond";7;"Rahvatants";1;"Mehed";2018;2018;207
"1728";65;"Põlva maakond";7;"Rahvatants";2;"Naised";2008;2008;616
"1729";65;"Põlva maakond";7;"Rahvatants";2;"Naised";2009;2009;616
"1730";65;"Põlva maakond";7;"Rahvatants";2;"Naised";2010;2010;616
"1731";65;"Põlva maakond";7;"Rahvatants";2;"Naised";2011;2011;616
"1732";65;"Põlva maakond";7;"Rahvatants";2;"Naised";2012;2012;600
"1733";65;"Põlva maakond";7;"Rahvatants";2;"Naised";2013;2013;600
"1734";65;"Põlva maakond";7;"Rahvatants";2;"Naised";2014;2014;615
"1735";65;"Põlva maakond";7;"Rahvatants";2;"Naised";2015;2015;662
"1736";65;"Põlva maakond";7;"Rahvatants";2;"Naised";2016;2016;670
"1737";65;"Põlva maakond";7;"Rahvatants";2;"Naised";2017;2017;608
"1738";65;"Põlva maakond";7;"Rahvatants";2;"Naised";2018;2018;507
"1739";65;"Põlva maakond";8;"Käsitöö";1;"Mehed";2008;2008;35
"1740";65;"Põlva maakond";8;"Käsitöö";1;"Mehed";2009;2009;35
"1741";65;"Põlva maakond";8;"Käsitöö";1;"Mehed";2010;2010;35
"1742";65;"Põlva maakond";8;"Käsitöö";1;"Mehed";2011;2011;29
"1743";65;"Põlva maakond";8;"Käsitöö";1;"Mehed";2012;2012;29
"1744";65;"Põlva maakond";8;"Käsitöö";1;"Mehed";2013;2013;29
"1745";65;"Põlva maakond";8;"Käsitöö";1;"Mehed";2014;2014;29
"1746";65;"Põlva maakond";8;"Käsitöö";1;"Mehed";2015;2015;29
"1747";65;"Põlva maakond";8;"Käsitöö";1;"Mehed";2016;2016;29
"1748";65;"Põlva maakond";8;"Käsitöö";1;"Mehed";2017;2017;29
"1749";65;"Põlva maakond";8;"Käsitöö";1;"Mehed";2018;2018;29
"1750";65;"Põlva maakond";8;"Käsitöö";2;"Naised";2008;2008;294
"1751";65;"Põlva maakond";8;"Käsitöö";2;"Naised";2009;2009;294
"1752";65;"Põlva maakond";8;"Käsitöö";2;"Naised";2010;2010;294
"1753";65;"Põlva maakond";8;"Käsitöö";2;"Naised";2011;2011;288
"1754";65;"Põlva maakond";8;"Käsitöö";2;"Naised";2012;2012;288
"1755";65;"Põlva maakond";8;"Käsitöö";2;"Naised";2013;2013;288
"1756";65;"Põlva maakond";8;"Käsitöö";2;"Naised";2014;2014;305
"1757";65;"Põlva maakond";8;"Käsitöö";2;"Naised";2015;2015;305
"1758";65;"Põlva maakond";8;"Käsitöö";2;"Naised";2016;2016;305
"1759";65;"Põlva maakond";8;"Käsitöö";2;"Naised";2017;2017;256
"1760";65;"Põlva maakond";8;"Käsitöö";2;"Naised";2018;2018;246
"1761";65;"Põlva maakond";9;"Muu valdkond";1;"Mehed";2008;2008;16
"1762";65;"Põlva maakond";9;"Muu valdkond";1;"Mehed";2009;2009;16
"1763";65;"Põlva maakond";9;"Muu valdkond";1;"Mehed";2010;2010;16
"1764";65;"Põlva maakond";9;"Muu valdkond";1;"Mehed";2011;2011;16
"1765";65;"Põlva maakond";9;"Muu valdkond";1;"Mehed";2012;2012;16
"1766";65;"Põlva maakond";9;"Muu valdkond";1;"Mehed";2013;2013;16
"1767";65;"Põlva maakond";9;"Muu valdkond";1;"Mehed";2014;2014;25
"1768";65;"Põlva maakond";9;"Muu valdkond";1;"Mehed";2015;2015;25
"1769";65;"Põlva maakond";9;"Muu valdkond";1;"Mehed";2016;2016;25
"1770";65;"Põlva maakond";9;"Muu valdkond";1;"Mehed";2017;2017;22
"1771";65;"Põlva maakond";9;"Muu valdkond";1;"Mehed";2018;2018;20
"1772";65;"Põlva maakond";9;"Muu valdkond";2;"Naised";2008;2008;62
"1773";65;"Põlva maakond";9;"Muu valdkond";2;"Naised";2009;2009;62
"1774";65;"Põlva maakond";9;"Muu valdkond";2;"Naised";2010;2010;62
"1775";65;"Põlva maakond";9;"Muu valdkond";2;"Naised";2011;2011;59
"1776";65;"Põlva maakond";9;"Muu valdkond";2;"Naised";2012;2012;59
"1777";65;"Põlva maakond";9;"Muu valdkond";2;"Naised";2013;2013;59
"1778";65;"Põlva maakond";9;"Muu valdkond";2;"Naised";2014;2014;91
"1779";65;"Põlva maakond";9;"Muu valdkond";2;"Naised";2015;2015;91
"1780";65;"Põlva maakond";9;"Muu valdkond";2;"Naised";2016;2016;91
"1781";65;"Põlva maakond";9;"Muu valdkond";2;"Naised";2017;2017;85
"1782";65;"Põlva maakond";9;"Muu valdkond";2;"Naised";2018;2018;106
"1805";67;"Pärnu maakond";2;"Folkloor";1;"Mehed";2008;2008;26
"1806";67;"Pärnu maakond";2;"Folkloor";1;"Mehed";2009;2009;34
"1807";67;"Pärnu maakond";2;"Folkloor";1;"Mehed";2010;2010;52
"1808";67;"Pärnu maakond";2;"Folkloor";1;"Mehed";2011;2011;55
"1809";67;"Pärnu maakond";2;"Folkloor";1;"Mehed";2012;2012;49
"1810";67;"Pärnu maakond";2;"Folkloor";1;"Mehed";2013;2013;49
"1811";67;"Pärnu maakond";2;"Folkloor";1;"Mehed";2014;2014;68
"1812";67;"Pärnu maakond";2;"Folkloor";1;"Mehed";2015;2015;82
"1813";67;"Pärnu maakond";2;"Folkloor";1;"Mehed";2016;2016;55
"1814";67;"Pärnu maakond";2;"Folkloor";1;"Mehed";2017;2017;54
"1815";67;"Pärnu maakond";2;"Folkloor";1;"Mehed";2018;2018;59
"1816";67;"Pärnu maakond";2;"Folkloor";2;"Naised";2008;2008;183
"1817";67;"Pärnu maakond";2;"Folkloor";2;"Naised";2009;2009;224
"1818";67;"Pärnu maakond";2;"Folkloor";2;"Naised";2010;2010;262
"1819";67;"Pärnu maakond";2;"Folkloor";2;"Naised";2011;2011;286
"1820";67;"Pärnu maakond";2;"Folkloor";2;"Naised";2012;2012;275
"1821";67;"Pärnu maakond";2;"Folkloor";2;"Naised";2013;2013;275
"1822";67;"Pärnu maakond";2;"Folkloor";2;"Naised";2014;2014;283
"1823";67;"Pärnu maakond";2;"Folkloor";2;"Naised";2015;2015;291
"1824";67;"Pärnu maakond";2;"Folkloor";2;"Naised";2016;2016;261
"1825";67;"Pärnu maakond";2;"Folkloor";2;"Naised";2017;2017;266
"1826";67;"Pärnu maakond";2;"Folkloor";2;"Naised";2018;2018;278
"1827";67;"Pärnu maakond";3;"Harrastusteater";1;"Mehed";2008;2008;109
"1828";67;"Pärnu maakond";3;"Harrastusteater";1;"Mehed";2009;2009;118
"1829";67;"Pärnu maakond";3;"Harrastusteater";1;"Mehed";2010;2010;128
"1830";67;"Pärnu maakond";3;"Harrastusteater";1;"Mehed";2011;2011;155
"1831";67;"Pärnu maakond";3;"Harrastusteater";1;"Mehed";2012;2012;152
"1832";67;"Pärnu maakond";3;"Harrastusteater";1;"Mehed";2013;2013;153
"1833";67;"Pärnu maakond";3;"Harrastusteater";1;"Mehed";2014;2014;165
"1834";67;"Pärnu maakond";3;"Harrastusteater";1;"Mehed";2015;2015;178
"1835";67;"Pärnu maakond";3;"Harrastusteater";1;"Mehed";2016;2016;149
"1836";67;"Pärnu maakond";3;"Harrastusteater";1;"Mehed";2017;2017;160
"1837";67;"Pärnu maakond";3;"Harrastusteater";1;"Mehed";2018;2018;122
"1838";67;"Pärnu maakond";3;"Harrastusteater";2;"Naised";2008;2008;184
"1839";67;"Pärnu maakond";3;"Harrastusteater";2;"Naised";2009;2009;189
"1840";67;"Pärnu maakond";3;"Harrastusteater";2;"Naised";2010;2010;218
"1841";67;"Pärnu maakond";3;"Harrastusteater";2;"Naised";2011;2011;270
"1842";67;"Pärnu maakond";3;"Harrastusteater";2;"Naised";2012;2012;263
"1843";67;"Pärnu maakond";3;"Harrastusteater";2;"Naised";2013;2013;270
"1844";67;"Pärnu maakond";3;"Harrastusteater";2;"Naised";2014;2014;285
"1845";67;"Pärnu maakond";3;"Harrastusteater";2;"Naised";2015;2015;293
"1846";67;"Pärnu maakond";3;"Harrastusteater";2;"Naised";2016;2016;253
"1847";67;"Pärnu maakond";3;"Harrastusteater";2;"Naised";2017;2017;276
"1848";67;"Pärnu maakond";3;"Harrastusteater";2;"Naised";2018;2018;210
"1849";67;"Pärnu maakond";4;"Koorimuusika";1;"Mehed";2008;2008;732
"1850";67;"Pärnu maakond";4;"Koorimuusika";1;"Mehed";2009;2009;773
"1851";67;"Pärnu maakond";4;"Koorimuusika";1;"Mehed";2010;2010;797
"1852";67;"Pärnu maakond";4;"Koorimuusika";1;"Mehed";2011;2011;827
"1853";67;"Pärnu maakond";4;"Koorimuusika";1;"Mehed";2012;2012;831
"1854";67;"Pärnu maakond";4;"Koorimuusika";1;"Mehed";2013;2013;831
"1855";67;"Pärnu maakond";4;"Koorimuusika";1;"Mehed";2014;2014;846
"1856";67;"Pärnu maakond";4;"Koorimuusika";1;"Mehed";2015;2015;866
"1857";67;"Pärnu maakond";4;"Koorimuusika";1;"Mehed";2016;2016;841
"1858";67;"Pärnu maakond";4;"Koorimuusika";1;"Mehed";2017;2017;863
"1859";67;"Pärnu maakond";4;"Koorimuusika";1;"Mehed";2018;2018;792
"1860";67;"Pärnu maakond";4;"Koorimuusika";2;"Naised";2008;2008;2018
"1861";67;"Pärnu maakond";4;"Koorimuusika";2;"Naised";2009;2009;2052
"1862";67;"Pärnu maakond";4;"Koorimuusika";2;"Naised";2010;2010;2056
"1863";67;"Pärnu maakond";4;"Koorimuusika";2;"Naised";2011;2011;2009
"1864";67;"Pärnu maakond";4;"Koorimuusika";2;"Naised";2012;2012;2022
"1865";67;"Pärnu maakond";4;"Koorimuusika";2;"Naised";2013;2013;2027
"1866";67;"Pärnu maakond";4;"Koorimuusika";2;"Naised";2014;2014;2079
"1867";67;"Pärnu maakond";4;"Koorimuusika";2;"Naised";2015;2015;2078
"1868";67;"Pärnu maakond";4;"Koorimuusika";2;"Naised";2016;2016;2021
"1869";67;"Pärnu maakond";4;"Koorimuusika";2;"Naised";2017;2017;1993
"1870";67;"Pärnu maakond";4;"Koorimuusika";2;"Naised";2018;2018;1738
"1871";67;"Pärnu maakond";5;"Muu vokaalmuusika";1;"Mehed";2008;2008;70
"1872";67;"Pärnu maakond";5;"Muu vokaalmuusika";1;"Mehed";2009;2009;75
"1873";67;"Pärnu maakond";5;"Muu vokaalmuusika";1;"Mehed";2010;2010;83
"1874";67;"Pärnu maakond";5;"Muu vokaalmuusika";1;"Mehed";2011;2011;97
"1875";67;"Pärnu maakond";5;"Muu vokaalmuusika";1;"Mehed";2012;2012;91
"1876";67;"Pärnu maakond";5;"Muu vokaalmuusika";1;"Mehed";2013;2013;91
"1877";67;"Pärnu maakond";5;"Muu vokaalmuusika";1;"Mehed";2014;2014;102
"1878";67;"Pärnu maakond";5;"Muu vokaalmuusika";1;"Mehed";2015;2015;99
"1879";67;"Pärnu maakond";5;"Muu vokaalmuusika";1;"Mehed";2016;2016;99
"1880";67;"Pärnu maakond";5;"Muu vokaalmuusika";1;"Mehed";2017;2017;104
"1881";67;"Pärnu maakond";5;"Muu vokaalmuusika";1;"Mehed";2018;2018;100
"1882";67;"Pärnu maakond";5;"Muu vokaalmuusika";2;"Naised";2008;2008;322
"1883";67;"Pärnu maakond";5;"Muu vokaalmuusika";2;"Naised";2009;2009;353
"1884";67;"Pärnu maakond";5;"Muu vokaalmuusika";2;"Naised";2010;2010;369
"1885";67;"Pärnu maakond";5;"Muu vokaalmuusika";2;"Naised";2011;2011;434
"1886";67;"Pärnu maakond";5;"Muu vokaalmuusika";2;"Naised";2012;2012;431
"1887";67;"Pärnu maakond";5;"Muu vokaalmuusika";2;"Naised";2013;2013;431
"1888";67;"Pärnu maakond";5;"Muu vokaalmuusika";2;"Naised";2014;2014;435
"1889";67;"Pärnu maakond";5;"Muu vokaalmuusika";2;"Naised";2015;2015;428
"1890";67;"Pärnu maakond";5;"Muu vokaalmuusika";2;"Naised";2016;2016;398
"1891";67;"Pärnu maakond";5;"Muu vokaalmuusika";2;"Naised";2017;2017;408
"1892";67;"Pärnu maakond";5;"Muu vokaalmuusika";2;"Naised";2018;2018;392
"1893";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2008;2008;188
"1894";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2009;2009;217
"1895";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2010;2010;207
"1896";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2011;2011;215
"1897";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2012;2012;222
"1898";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2013;2013;222
"1899";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2014;2014;233
"1900";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2015;2015;273
"1901";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2016;2016;208
"1902";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2017;2017;221
"1903";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";1;"Mehed";2018;2018;211
"1904";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2008;2008;220
"1905";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2009;2009;232
"1906";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2010;2010;244
"1907";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2011;2011;252
"1908";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2012;2012;254
"1909";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2013;2013;254
"1910";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2014;2014;268
"1911";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2015;2015;271
"1912";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2016;2016;237
"1913";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2017;2017;239
"1914";67;"Pärnu maakond";6;"Puhkpilli- ja rahvamuusika";2;"Naised";2018;2018;238
"1915";67;"Pärnu maakond";7;"Rahvatants";1;"Mehed";2008;2008;585
"1916";67;"Pärnu maakond";7;"Rahvatants";1;"Mehed";2009;2009;594
"1917";67;"Pärnu maakond";7;"Rahvatants";1;"Mehed";2010;2010;636
"1918";67;"Pärnu maakond";7;"Rahvatants";1;"Mehed";2011;2011;683
"1919";67;"Pärnu maakond";7;"Rahvatants";1;"Mehed";2012;2012;806
"1920";67;"Pärnu maakond";7;"Rahvatants";1;"Mehed";2013;2013;806
"1921";67;"Pärnu maakond";7;"Rahvatants";1;"Mehed";2014;2014;808
"1922";67;"Pärnu maakond";7;"Rahvatants";1;"Mehed";2015;2015;808
"1923";67;"Pärnu maakond";7;"Rahvatants";1;"Mehed";2016;2016;813
"1924";67;"Pärnu maakond";7;"Rahvatants";1;"Mehed";2017;2017;757
"1925";67;"Pärnu maakond";7;"Rahvatants";1;"Mehed";2018;2018;598
"1926";67;"Pärnu maakond";7;"Rahvatants";2;"Naised";2008;2008;1022
"1927";67;"Pärnu maakond";7;"Rahvatants";2;"Naised";2009;2009;1061
"1928";67;"Pärnu maakond";7;"Rahvatants";2;"Naised";2010;2010;1106
"1929";67;"Pärnu maakond";7;"Rahvatants";2;"Naised";2011;2011;1158
"1930";67;"Pärnu maakond";7;"Rahvatants";2;"Naised";2012;2012;1251
"1931";67;"Pärnu maakond";7;"Rahvatants";2;"Naised";2013;2013;1251
"1932";67;"Pärnu maakond";7;"Rahvatants";2;"Naised";2014;2014;1253
"1933";67;"Pärnu maakond";7;"Rahvatants";2;"Naised";2015;2015;1253
"1934";67;"Pärnu maakond";7;"Rahvatants";2;"Naised";2016;2016;1277
"1935";67;"Pärnu maakond";7;"Rahvatants";2;"Naised";2017;2017;1318
"1936";67;"Pärnu maakond";7;"Rahvatants";2;"Naised";2018;2018;1217
"1937";67;"Pärnu maakond";8;"Käsitöö";1;"Mehed";2008;2008;26
"1938";67;"Pärnu maakond";8;"Käsitöö";1;"Mehed";2009;2009;21
"1939";67;"Pärnu maakond";8;"Käsitöö";1;"Mehed";2010;2010;24
"1940";67;"Pärnu maakond";8;"Käsitöö";1;"Mehed";2011;2011;24
"1941";67;"Pärnu maakond";8;"Käsitöö";1;"Mehed";2012;2012;22
"1942";67;"Pärnu maakond";8;"Käsitöö";1;"Mehed";2013;2013;22
"1943";67;"Pärnu maakond";8;"Käsitöö";1;"Mehed";2014;2014;23
"1944";67;"Pärnu maakond";8;"Käsitöö";1;"Mehed";2015;2015;23
"1945";67;"Pärnu maakond";8;"Käsitöö";1;"Mehed";2016;2016;22
"1946";67;"Pärnu maakond";8;"Käsitöö";1;"Mehed";2017;2017;22
"1947";67;"Pärnu maakond";8;"Käsitöö";1;"Mehed";2018;2018;24
"1948";67;"Pärnu maakond";8;"Käsitöö";2;"Naised";2008;2008;317
"1949";67;"Pärnu maakond";8;"Käsitöö";2;"Naised";2009;2009;342
"1950";67;"Pärnu maakond";8;"Käsitöö";2;"Naised";2010;2010;350
"1951";67;"Pärnu maakond";8;"Käsitöö";2;"Naised";2011;2011;350
"1952";67;"Pärnu maakond";8;"Käsitöö";2;"Naised";2012;2012;354
"1953";67;"Pärnu maakond";8;"Käsitöö";2;"Naised";2013;2013;354
"1954";67;"Pärnu maakond";8;"Käsitöö";2;"Naised";2014;2014;409
"1955";67;"Pärnu maakond";8;"Käsitöö";2;"Naised";2015;2015;415
"1956";67;"Pärnu maakond";8;"Käsitöö";2;"Naised";2016;2016;354
"1957";67;"Pärnu maakond";8;"Käsitöö";2;"Naised";2017;2017;376
"1958";67;"Pärnu maakond";8;"Käsitöö";2;"Naised";2018;2018;345
"1959";67;"Pärnu maakond";9;"Muu valdkond";1;"Mehed";2008;2008;29
"1960";67;"Pärnu maakond";9;"Muu valdkond";1;"Mehed";2009;2009;30
"1961";67;"Pärnu maakond";9;"Muu valdkond";1;"Mehed";2010;2010;35
"1962";67;"Pärnu maakond";9;"Muu valdkond";1;"Mehed";2011;2011;39
"1963";67;"Pärnu maakond";9;"Muu valdkond";1;"Mehed";2012;2012;42
"1964";67;"Pärnu maakond";9;"Muu valdkond";1;"Mehed";2013;2013;43
"1965";67;"Pärnu maakond";9;"Muu valdkond";1;"Mehed";2014;2014;43
"1966";67;"Pärnu maakond";9;"Muu valdkond";1;"Mehed";2015;2015;51
"1967";67;"Pärnu maakond";9;"Muu valdkond";1;"Mehed";2016;2016;31
"1968";67;"Pärnu maakond";9;"Muu valdkond";1;"Mehed";2017;2017;45
"1969";67;"Pärnu maakond";9;"Muu valdkond";1;"Mehed";2018;2018;35
"1970";67;"Pärnu maakond";9;"Muu valdkond";2;"Naised";2008;2008;31
"1971";67;"Pärnu maakond";9;"Muu valdkond";2;"Naised";2009;2009;48
"1972";67;"Pärnu maakond";9;"Muu valdkond";2;"Naised";2010;2010;65
"1973";67;"Pärnu maakond";9;"Muu valdkond";2;"Naised";2011;2011;70
"1974";67;"Pärnu maakond";9;"Muu valdkond";2;"Naised";2012;2012;79
"1975";67;"Pärnu maakond";9;"Muu valdkond";2;"Naised";2013;2013;87
"1976";67;"Pärnu maakond";9;"Muu valdkond";2;"Naised";2014;2014;87
"1977";67;"Pärnu maakond";9;"Muu valdkond";2;"Naised";2015;2015;145
"1978";67;"Pärnu maakond";9;"Muu valdkond";2;"Naised";2016;2016;80
"1979";67;"Pärnu maakond";9;"Muu valdkond";2;"Naised";2017;2017;128
"1980";67;"Pärnu maakond";9;"Muu valdkond";2;"Naised";2018;2018;82
"2003";70;"Rapla maakond";2;"Folkloor";1;"Mehed";2008;2008;5
"2004";70;"Rapla maakond";2;"Folkloor";1;"Mehed";2009;2009;5
"2005";70;"Rapla maakond";2;"Folkloor";1;"Mehed";2010;2010;5
"2006";70;"Rapla maakond";2;"Folkloor";1;"Mehed";2011;2011;8
"2007";70;"Rapla maakond";2;"Folkloor";1;"Mehed";2012;2012;8
"2008";70;"Rapla maakond";2;"Folkloor";1;"Mehed";2013;2013;8
"2009";70;"Rapla maakond";2;"Folkloor";1;"Mehed";2014;2014;8
"2010";70;"Rapla maakond";2;"Folkloor";1;"Mehed";2015;2015;8
"2011";70;"Rapla maakond";2;"Folkloor";1;"Mehed";2016;2016;8
"2012";70;"Rapla maakond";2;"Folkloor";1;"Mehed";2017;2017;8
"2013";70;"Rapla maakond";2;"Folkloor";1;"Mehed";2018;2018;8
"2014";70;"Rapla maakond";2;"Folkloor";2;"Naised";2008;2008;27
"2015";70;"Rapla maakond";2;"Folkloor";2;"Naised";2009;2009;43
"2016";70;"Rapla maakond";2;"Folkloor";2;"Naised";2010;2010;43
"2017";70;"Rapla maakond";2;"Folkloor";2;"Naised";2011;2011;43
"2018";70;"Rapla maakond";2;"Folkloor";2;"Naised";2012;2012;45
"2019";70;"Rapla maakond";2;"Folkloor";2;"Naised";2013;2013;45
"2020";70;"Rapla maakond";2;"Folkloor";2;"Naised";2014;2014;45
"2021";70;"Rapla maakond";2;"Folkloor";2;"Naised";2015;2015;45
"2022";70;"Rapla maakond";2;"Folkloor";2;"Naised";2016;2016;45
"2023";70;"Rapla maakond";2;"Folkloor";2;"Naised";2017;2017;45
"2024";70;"Rapla maakond";2;"Folkloor";2;"Naised";2018;2018;45
"2025";70;"Rapla maakond";3;"Harrastusteater";1;"Mehed";2008;2008;93
"2026";70;"Rapla maakond";3;"Harrastusteater";1;"Mehed";2009;2009;80
"2027";70;"Rapla maakond";3;"Harrastusteater";1;"Mehed";2010;2010;84
"2028";70;"Rapla maakond";3;"Harrastusteater";1;"Mehed";2011;2011;81
"2029";70;"Rapla maakond";3;"Harrastusteater";1;"Mehed";2012;2012;79
"2030";70;"Rapla maakond";3;"Harrastusteater";1;"Mehed";2013;2013;77
"2031";70;"Rapla maakond";3;"Harrastusteater";1;"Mehed";2014;2014;90
"2032";70;"Rapla maakond";3;"Harrastusteater";1;"Mehed";2015;2015;92
"2033";70;"Rapla maakond";3;"Harrastusteater";1;"Mehed";2016;2016;92
"2034";70;"Rapla maakond";3;"Harrastusteater";1;"Mehed";2017;2017;92
"2035";70;"Rapla maakond";3;"Harrastusteater";1;"Mehed";2018;2018;88
"2036";70;"Rapla maakond";3;"Harrastusteater";2;"Naised";2008;2008;198
"2037";70;"Rapla maakond";3;"Harrastusteater";2;"Naised";2009;2009;175
"2038";70;"Rapla maakond";3;"Harrastusteater";2;"Naised";2010;2010;179
"2039";70;"Rapla maakond";3;"Harrastusteater";2;"Naised";2011;2011;145
"2040";70;"Rapla maakond";3;"Harrastusteater";2;"Naised";2012;2012;121
"2041";70;"Rapla maakond";3;"Harrastusteater";2;"Naised";2013;2013;123
"2042";70;"Rapla maakond";3;"Harrastusteater";2;"Naised";2014;2014;144
"2043";70;"Rapla maakond";3;"Harrastusteater";2;"Naised";2015;2015;160
"2044";70;"Rapla maakond";3;"Harrastusteater";2;"Naised";2016;2016;160
"2045";70;"Rapla maakond";3;"Harrastusteater";2;"Naised";2017;2017;160
"2046";70;"Rapla maakond";3;"Harrastusteater";2;"Naised";2018;2018;156
"2047";70;"Rapla maakond";4;"Koorimuusika";1;"Mehed";2008;2008;352
"2048";70;"Rapla maakond";4;"Koorimuusika";1;"Mehed";2009;2009;316
"2049";70;"Rapla maakond";4;"Koorimuusika";1;"Mehed";2010;2010;331
"2050";70;"Rapla maakond";4;"Koorimuusika";1;"Mehed";2011;2011;286
"2051";70;"Rapla maakond";4;"Koorimuusika";1;"Mehed";2012;2012;280
"2052";70;"Rapla maakond";4;"Koorimuusika";1;"Mehed";2013;2013;276
"2053";70;"Rapla maakond";4;"Koorimuusika";1;"Mehed";2014;2014;340
"2054";70;"Rapla maakond";4;"Koorimuusika";1;"Mehed";2015;2015;327
"2055";70;"Rapla maakond";4;"Koorimuusika";1;"Mehed";2016;2016;293
"2056";70;"Rapla maakond";4;"Koorimuusika";1;"Mehed";2017;2017;293
"2057";70;"Rapla maakond";4;"Koorimuusika";1;"Mehed";2018;2018;308
"2058";70;"Rapla maakond";4;"Koorimuusika";2;"Naised";2008;2008;1084
"2059";70;"Rapla maakond";4;"Koorimuusika";2;"Naised";2009;2009;1006
"2060";70;"Rapla maakond";4;"Koorimuusika";2;"Naised";2010;2010;1035
"2061";70;"Rapla maakond";4;"Koorimuusika";2;"Naised";2011;2011;926
"2062";70;"Rapla maakond";4;"Koorimuusika";2;"Naised";2012;2012;998
"2063";70;"Rapla maakond";4;"Koorimuusika";2;"Naised";2013;2013;998
"2064";70;"Rapla maakond";4;"Koorimuusika";2;"Naised";2014;2014;1118
"2065";70;"Rapla maakond";4;"Koorimuusika";2;"Naised";2015;2015;1130
"2066";70;"Rapla maakond";4;"Koorimuusika";2;"Naised";2016;2016;1116
"2067";70;"Rapla maakond";4;"Koorimuusika";2;"Naised";2017;2017;1116
